id;code;category;subcat;tricat;title
6858;S76.3;XIX;S70-S79;S76;(S76.3) Injury of muscle and tendon of the posterior muscle group at thigh level
6859;S76.4;XIX;S70-S79;S76;(S76.4) Injury of other and unspecified muscles and tendons at thigh level
6860;S76.7;XIX;S70-S79;S76;(S76.7) Injury of multiple muscles and tendons at hip and thigh level
6861;S77;XIX;S70-S79;0;(S77) Crushing injury of hip and thigh
6862;S77.0;XIX;S70-S79;S77;(S77.0) Crushing injury of hip
6863;S77.1;XIX;S70-S79;S77;(S77.1) Crushing injury of thigh
6864;S77.2;XIX;S70-S79;S77;(S77.2) Crushing injury of hip with thigh
6865;S78;XIX;S70-S79;0;(S78) Traumatic amputation of hip and thigh
6866;S78.0;XIX;S70-S79;S78;(S78.0) Traumatic amputation at hip joint
6867;S78.1;XIX;S70-S79;S78;(S78.1) Traumatic amputation at level between hip and knee
6868;S78.9;XIX;S70-S79;S78;(S78.9) Traumatic amputation of hip and thigh, level unspecified
6869;S79;XIX;S70-S79;0;(S79) Other and unspecified injuries of hip and thigh
6870;S79.7;XIX;S70-S79;S79;(S79.7) Multiple injuries of hip and thigh
6871;S79.8;XIX;S70-S79;S79;(S79.8) Other specified injuries of hip and thigh
6872;S79.9;XIX;S70-S79;S79;(S79.9) Unspecified injury of hip and thigh
6873;S80-S89;XIX;0;0;(S80-S89) Injuries to the knee and lower leg
6874;S80;XIX;S80-S89;0;(S80) Superficial injury of lower leg
6875;S80.0;XIX;S80-S89;S80;(S80.0) Contusion of knee
6876;S80.1;XIX;S80-S89;S80;(S80.1) Contusion of other and unspecified parts of lower leg
6877;S80.7;XIX;S80-S89;S80;(S80.7) Multiple superficial injuries of lower leg
6878;S80.8;XIX;S80-S89;S80;(S80.8) Other superficial injuries of lower leg
6879;S80.9;XIX;S80-S89;S80;(S80.9) Superficial injury of lower leg, unspecified
6880;S81;XIX;S80-S89;0;(S81) Open wound of lower leg
6881;S81.0;XIX;S80-S89;S81;(S81.0) Open wound of knee
6882;S81.7;XIX;S80-S89;S81;(S81.7) Multiple open wounds of lower leg
6883;S81.8;XIX;S80-S89;S81;(S81.8) Open wound of other parts of lower leg
6884;S81.9;XIX;S80-S89;S81;(S81.9) Open wound of lower leg, part unspecified
6885;S82;XIX;S80-S89;0;(S82) Fracture of lower leg, including ankle
6886;S82.0;XIX;S80-S89;S82;(S82.0) Fracture of patella
6887;S82.1;XIX;S80-S89;S82;(S82.1) Fracture of upper end of tibia
6888;S82.2;XIX;S80-S89;S82;(S82.2) Fracture of shaft of tibia
6889;S82.3;XIX;S80-S89;S82;(S82.3) Fracture of lower end of tibia
6890;S82.4;XIX;S80-S89;S82;(S82.4) Fracture of fibula alone
6891;S82.5;XIX;S80-S89;S82;(S82.5) Fracture of medial malleolus
6892;S82.6;XIX;S80-S89;S82;(S82.6) Fracture of lateral malleolus
6893;S82.7;XIX;S80-S89;S82;(S82.7) Multiple fractures of lower leg
6894;S82.8;XIX;S80-S89;S82;(S82.8) Fractures of other parts of lower leg
6895;S82.9;XIX;S80-S89;S82;(S82.9) Fracture of lower leg, part unspecified
6896;S83;XIX;S80-S89;0;(S83) Dislocation, sprain and strain of joints and ligaments of knee
6897;S83.0;XIX;S80-S89;S83;(S83.0) Dislocation of patella
6898;S83.1;XIX;S80-S89;S83;(S83.1) Dislocation of knee
6899;S83.2;XIX;S80-S89;S83;(S83.2) Tear of meniscus, current
6900;S83.3;XIX;S80-S89;S83;(S83.3) Tear of articular cartilage of knee, current
6901;S83.4;XIX;S80-S89;S83;(S83.4) Sprain and strain involving (fibular)(tibial) collateral ligamnent of knee
6902;S83.5;XIX;S80-S89;S83;(S83.5) Sprain and strain involving (anterior)(posterior) cruciate ligament of knee
6903;S83.6;XIX;S80-S89;S83;(S83.6) Sprain and strain of other and unspecified parts of knee
6904;S83.7;XIX;S80-S89;S83;(S83.7) Injury to multiple structures of knee
6905;S84;XIX;S80-S89;0;(S84) Injury of nerves at lower leg level
6906;S84.0;XIX;S80-S89;S84;(S84.0) Injury of tibial nerve at lower leg level
6907;S84.1;XIX;S80-S89;S84;(S84.1) Injury of peroneal nerve at lower leg level
6908;S84.2;XIX;S80-S89;S84;(S84.2) Injury of cutaneous sensory nerve at lower leg level
6909;S84.7;XIX;S80-S89;S84;(S84.7) Injury of multiple nerves at lower leg level
6910;S84.8;XIX;S80-S89;S84;(S84.8) Injury of other nerves at lower leg level
6911;S84.9;XIX;S80-S89;S84;(S84.9) Injury of unspecified nerve at lower leg level
6912;S85;XIX;S80-S89;0;(S85) Injury of blood vessels at lower leg level
6913;S85.0;XIX;S80-S89;S85;(S85.0) Injury of popliteal artery
6914;S85.1;XIX;S80-S89;S85;(S85.1) Injury of (anterior)(posterior) tibial artery
6915;S85.2;XIX;S80-S89;S85;(S85.2) Injury of peroneal artery
6916;S85.3;XIX;S80-S89;S85;(S85.3) Injury of greater saphenous vein at lower leg level
6917;S85.4;XIX;S80-S89;S85;(S85.4) Injury of lesser saphenous vein at lower leg level
6918;S85.5;XIX;S80-S89;S85;(S85.5) Injury of popliteal vein
6919;S85.7;XIX;S80-S89;S85;(S85.7) Injury of multiple blood vessels at lower leg level
6920;S85.8;XIX;S80-S89;S85;(S85.8) Injury of other blood vessels at lower leg level
6921;S85.9;XIX;S80-S89;S85;(S85.9) Injury of unspecified blood vessel at lower leg level
6922;S86;XIX;S80-S89;0;(S86) Injury of muscle and tendon at lower leg level
6923;S86.0;XIX;S80-S89;S86;(S86.0) Injury of Achilles tendon
6924;S86.1;XIX;S80-S89;S86;(S86.1) Injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level
6925;S86.2;XIX;S80-S89;S86;(S86.2) Injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level
6926;S86.3;XIX;S80-S89;S86;(S86.3) Injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level
6927;S86.7;XIX;S80-S89;S86;(S86.7) Injury of multiple muscles and tendons at lower leg level
6928;S86.8;XIX;S80-S89;S86;(S86.8) Injury of other muscles and tendons at lower leg level
6929;S86.9;XIX;S80-S89;S86;(S86.9) Injury of unspecified muscle and tendon at lower leg level
6930;S87;XIX;S80-S89;0;(S87) Crushing injury of lower leg
6931;S87.0;XIX;S80-S89;S87;(S87.0) Crushing injury of knee
6932;S87.8;XIX;S80-S89;S87;(S87.8) Crushing injury of other and unspecified parts of lower leg
6933;S88;XIX;S80-S89;0;(S88) Traumatic amputation of lower leg
6934;S88.0;XIX;S80-S89;S88;(S88.0) Traumatic amputation at knee level
6935;S88.1;XIX;S80-S89;S88;(S88.1) Traumatic amputation at level between knee and ankle
6936;S88.9;XIX;S80-S89;S88;(S88.9) Traumatic amputation of lower leg, level unspecified
6937;S89;XIX;S80-S89;0;(S89) Other and unspecified injuries of lower leg
6938;S89.0;XIX;S80-S89;S89;(S89.0) Multiple injuries of lower leg
6939;S89.1;XIX;S80-S89;S89;(S89.1) Other specified injuries of lower leg
6940;S89.9;XIX;S80-S89;S89;(S89.9) Unspecified injury of lower leg
6941;S90-S99;XIX;0;0;(S90-S99) Injuries to the ankle and foot
6942;S90;XIX;S90-S99;0;(S90) Superficial injury of ankle and foot
6943;S90.0;XIX;S90-S99;S90;(S90.0) Contusion of ankle
6944;S90.1;XIX;S90-S99;S90;(S90.1) Contusion of toe(s) without damage to nail
6945;S90.2;XIX;S90-S99;S90;(S90.2) Contusion of toe(s) with damage to nail
6946;S90.3;XIX;S90-S99;S90;(S90.3) Contusion of other and unspecified parts of foot
6947;S90.7;XIX;S90-S99;S90;(S90.7) Multiple superficial injuries of ankle and foot
6948;S90.8;XIX;S90-S99;S90;(S90.8) Other superficial injuries of ankle and foot
6949;S90.9;XIX;S90-S99;S90;(S90.9) Superficial injury of ankle and foot, unspecified
6950;S91;XIX;S90-S99;0;(S91) Open wound of ankle and foot
6951;S91.0;XIX;S90-S99;S91;(S91.0) Open wound of ankle
6952;S91.1;XIX;S90-S99;S91;(S91.1) Open wound of toe(s) without damage to nail
6953;S91.2;XIX;S90-S99;S91;(S91.2) Open wound of toe(s) with damage to nail
6954;S91.3;XIX;S90-S99;S91;(S91.3) Open wound of other parts of foot
6955;S91.7;XIX;S90-S99;S91;(S91.7) Multiple open wounds of ankle and foot
6956;S92;XIX;S90-S99;0;(S92) Fracture of foot, except ankle
6957;S92.0;XIX;S90-S99;S92;(S92.0) Fracture of calcaneus
6958;S92.1;XIX;S90-S99;S92;(S92.1) Fracture of talus
6959;S92.2;XIX;S90-S99;S92;(S92.2) Fracture of other tarsal bone(s)
6960;S92.3;XIX;S90-S99;S92;(S92.3) Fracture of metatarsal bone
6961;S92.4;XIX;S90-S99;S92;(S92.4) Fracture of great toe
6962;S92.5;XIX;S90-S99;S92;(S92.5) Fracture of other toe
6963;S92.7;XIX;S90-S99;S92;(S92.7) Multiple fractures of foot
6964;S92.9;XIX;S90-S99;S92;(S92.9) Fracture of foot, unspecified
6965;S93;XIX;S90-S99;0;(S93) Dislocation, sprain and strain of joints and ligaments at ankle and foot level
6966;S93.0;XIX;S90-S99;S93;(S93.0) Dislocation of ankle joint
6967;S93.1;XIX;S90-S99;S93;(S93.1) Dislocation of toe(s)
6968;S93.2;XIX;S90-S99;S93;(S93.2) Rupture of ligaments at ankle and foot level
6969;S93.3;XIX;S90-S99;S93;(S93.3) Dislocation of other and unspecified parts of foot
6970;S93.4;XIX;S90-S99;S93;(S93.4) Sprain and strain of ankle
6971;S93.5;XIX;S90-S99;S93;(S93.5) Sprain and strain of toe(s)
6972;S93.6;XIX;S90-S99;S93;(S93.6) Sprain and strain of other and unspecified parts of foot
6973;S94;XIX;S90-S99;0;(S94) Injury of nerves at ankle and foot level
6974;S94.0;XIX;S90-S99;S94;(S94.0) Injury of lateral plantar nerve
6975;S94.1;XIX;S90-S99;S94;(S94.1) Injury of medial plantar nerve
6976;S94.2;XIX;S90-S99;S94;(S94.2) Injury of deep peroneal nerve at ankle and foot level
6977;S94.3;XIX;S90-S99;S94;(S94.3) Injury of cutaneous sensory nerve at ankle and foot level
6978;S94.7;XIX;S90-S99;S94;(S94.7) Injury of multiple nerves at ankle and foot level
6979;S94.8;XIX;S90-S99;S94;(S94.8) Injury of other nerves at ankle and foot level
6980;S94.9;XIX;S90-S99;S94;(S94.9) Injury of unspecified nerve at ankle and foot level
6981;S95;XIX;S90-S99;0;(S95) Injury of blood vessels at ankle and foot level
6982;S95.0;XIX;S90-S99;S95;(S95.0) Injury of dorsal artery of foot
6983;S95.1;XIX;S90-S99;S95;(S95.1) Injury of plantar artery of foot
6984;S95.2;XIX;S90-S99;S95;(S95.2) Injury of dorsal vein of foot
6985;S95.7;XIX;S90-S99;S95;(S95.7) Injury of multiple blood vessels at ankle and foot level
6986;S95.8;XIX;S90-S99;S95;(S95.8) Injury of other blood vessels at ankle and foot level
6987;S95.9;XIX;S90-S99;S95;(S95.9) Injury of unspecified blood vessel at ankle and foot level
6988;S96;XIX;S90-S99;0;(S96) Injury of muscle and tendon at ankle and foot level
6989;S96.0;XIX;S90-S99;S96;(S96.0) Injury of muscle and tendon of long flexor muscle of toe at ankle and foot level
6990;S96.1;XIX;S90-S99;S96;(S96.1) Injury of muscle and tendon of long extensor muscle of toe at ankle and foot level
6991;S96.2;XIX;S90-S99;S96;(S96.2) Injury of intrinsic muscle and tendon at ankle and foot level
6992;S96.7;XIX;S90-S99;S96;(S96.7) Injury of multiple muscles and tendons at ankle and foot level
6993;S96.8;XIX;S90-S99;S96;(S96.8) Injury of other muscles and tendons at ankle and foot level
6994;S96.9;XIX;S90-S99;S96;(S96.9) Injury of unspecified muscle and tendon at ankle and foot level
6995;S97;XIX;S90-S99;0;(S97) Crushing injury of ankle and foot
6996;S97.0;XIX;S90-S99;S97;(S97.0) Crushing injury of ankle
6997;S97.1;XIX;S90-S99;S97;(S97.1) Crushing injury of toe(s)
6998;S97.8;XIX;S90-S99;S97;(S97.8) Crushing injury of other parts of ankle and foot
6999;S98;XIX;S90-S99;0;(S98) Traumatic amputation of ankle and foot
7000;S98.0;XIX;S90-S99;S98;(S98.0) Traumatic amputation of foot at ankle level
7001;S98.1;XIX;S90-S99;S98;(S98.1) Traumatic amputation of one toe
7002;S98.2;XIX;S90-S99;S98;(S98.2) Traumatic amputation of two or more toes
7003;S98.3;XIX;S90-S99;S98;(S98.3) Traumatic amputation of other parts of foot
7004;S98.4;XIX;S90-S99;S98;(S98.4) Traumatic amputation of foot, level unspecified
7005;S99;XIX;S90-S99;0;(S99) Other and unspecified injuries of ankle and foot
7006;S99.7;XIX;S90-S99;S99;(S99.7) Multiple injuries of ankle and foot
7007;S99.8;XIX;S90-S99;S99;(S99.8) Other specified injuries of ankle and foot
7008;S99.9;XIX;S90-S99;S99;(S99.9) Unspecified injury of ankle and foot
7009;T00-T07;XIX;0;0;(T00-T07) Injuries involving multiple body regions
7010;T00;XIX;T00-T07;0;(T00) Superficial injuries involving multiple body regions
7011;T00.0;XIX;T00-T07;T00;(T00.0) Superficial injuries involving head with neck
7012;T00.1;XIX;T00-T07;T00;(T00.1) Superficial injuries involving thorax with abdomen, lower back and pelvis
7013;T00.2;XIX;T00-T07;T00;(T00.2) Superficial injuries involving multiple regions of upper limb(s)
7014;T00.3;XIX;T00-T07;T00;(T00.3) Superficial injuries involving multiple regions of lower limb(s)
7015;T00.6;XIX;T00-T07;T00;(T00.6) Superficial injuries involving multiple regions of upper limb(s) with lower limb(s)
7016;T00.8;XIX;T00-T07;T00;(T00.8) Superficial injuries involving other combinations of body regions
7017;T00.9;XIX;T00-T07;T00;(T00.9) Multiple superficial injuries, unspecified
7018;T01;XIX;T00-T07;0;(T01) Open wounds involving multiple body regions
7019;T01.0;XIX;T00-T07;T01;(T01.0) Open wounds involving head with neck
7020;T01.1;XIX;T00-T07;T01;(T01.1) Open wounds involving thorax with abdomen, lower back and pelvis
7021;T01.2;XIX;T00-T07;T01;(T01.2) Open wounds involving multiple regions of upper limb(s)
7022;T01.3;XIX;T00-T07;T01;(T01.3) Open wounds involving multiple regions of lower limb(s)
7023;T01.6;XIX;T00-T07;T01;(T01.6) Open wounds involving multiple regions of upper limb(s) with lower limb(s)
7024;T01.8;XIX;T00-T07;T01;(T01.8) Open wounds involving other combinations of body regions
7025;T01.9;XIX;T00-T07;T01;(T01.9) Multiple open wounds, unspecified
7026;T02;XIX;T00-T07;0;(T02) Fractures involving multiple body regions
7027;T02.0;XIX;T00-T07;T02;(T02.0) Fractures involving head with neck
7028;T02.1;XIX;T00-T07;T02;(T02.1) Fractures involving thorax with lower back and pelvis
7029;T02.2;XIX;T00-T07;T02;(T02.2) Fractures involving multiple regions of one upper limb
7030;T02.3;XIX;T00-T07;T02;(T02.3) Fractures involving multiple regions of one lower limb
7031;T02.4;XIX;T00-T07;T02;(T02.4) Fractures involving multiple regions of both upper limbs
7032;T02.5;XIX;T00-T07;T02;(T02.5) Fractures involving multiple regions of both lower limbs
7033;T02.6;XIX;T00-T07;T02;(T02.6) Fractures involving multiple regions of upper limb(s) with lower limb(s)
7034;T02.7;XIX;T00-T07;T02;(T02.7) Fractures involving thorax with lower back and pelvis with limb(s)
7035;T02.8;XIX;T00-T07;T02;(T02.8) Fractures involving other combinations of body regions
7036;T02.9;XIX;T00-T07;T02;(T02.9) Multiple fractures, unspecified
7037;T03;XIX;T00-T07;0;(T03) Dislocations, sprains and strains involving multiple body regions
7038;T03.0;XIX;T00-T07;T03;(T03.0) Dislocations, sprains and strains involving head with neck
7039;T03.1;XIX;T00-T07;T03;(T03.1) Dislocations, sprains and strains involving thorax with lower back and pelvis
7040;T03.2;XIX;T00-T07;T03;(T03.2) Dislocations, sprains and strains involving multiple regions of upper limb(s)
7041;T03.3;XIX;T00-T07;T03;(T03.3) Dislocations, sprains and strains involving multiple regions of lower limb(s)
7042;T03.4;XIX;T00-T07;T03;(T03.4) Dislocations, sprains and strains involving multiple regions of upper limb(s) with lower limb(s)
7043;T03.8;XIX;T00-T07;T03;(T03.8) Dislocations, sprains and strains involving other combinations of body regions
7044;T03.9;XIX;T00-T07;T03;(T03.9) Multiple dislocations, sprains and strains, unspecified
7045;T04;XIX;T00-T07;0;(T04) Crushing injuries involving multiple body regions
7046;T04.0;XIX;T00-T07;T04;(T04.0) Crushing injuries involving head with neck
7047;T04.1;XIX;T00-T07;T04;(T04.1) Crushing injuries involving thorax with abdomen, lower back and pelvis
7048;T04.2;XIX;T00-T07;T04;(T04.2) Crushing injuries involving multiple regions of upper limb(s)
7049;T04.3;XIX;T00-T07;T04;(T04.3) Crushing injuries involving multiple regions of lower limb(s)
7050;T04.4;XIX;T00-T07;T04;(T04.4) Crushing injuries involving multiple regions of upper limb(s) with lower limb(s)
7051;T04.7;XIX;T00-T07;T04;(T04.7) Crushing injuries of thorax with abdomen, lower back and pelvis with limb(s)
7052;T04.8;XIX;T00-T07;T04;(T04.8) Crushing injuries involving other combinations of body regions
7053;T04.9;XIX;T00-T07;T04;(T04.9) Multiple crushing injuries, unspecified
7054;T05;XIX;T00-T07;0;(T05) Traumatic amputations involving multiple body regions
7055;T05.0;XIX;T00-T07;T05;(T05.0) Traumatic amputation of both hands
7056;T05.1;XIX;T00-T07;T05;(T05.1) Traumatic amputation of one hand and other arm [any level, except hand]
7057;T05.2;XIX;T00-T07;T05;(T05.2) Traumatic amputation of both arms [any level]
7058;T05.3;XIX;T00-T07;T05;(T05.3) Traumatic amputation of both feet
7059;T05.4;XIX;T00-T07;T05;(T05.4) Traumatic amputation of one foot and other leg [any level, except foot]
7060;T05.5;XIX;T00-T07;T05;(T05.5) Traumatic amputation of both legs [any level]
7061;T05.6;XIX;T00-T07;T05;(T05.6) Traumatic amputation of upper and lower limbs, any combination [any level]
7062;T05.8;XIX;T00-T07;T05;(T05.8) Traumatic amputations involving other combinations of body regions
7063;T05.9;XIX;T00-T07;T05;(T05.9) Multiple traumatic amputations, unspecified
7064;T06;XIX;T00-T07;0;(T06) Other injuries involving multiple body regions, not elsewhere classified
7065;T06.0;XIX;T00-T07;T06;(T06.0) Injuries of brain and cranial nerves with injuries of nerves and spinal cord at neck level
7066;T06.1;XIX;T00-T07;T06;(T06.1) Injuries of nerves and spinal cord involving other multiple body regions
7067;T06.2;XIX;T00-T07;T06;(T06.2) Injuries of nerves involving multiple body regions
7068;T06.3;XIX;T00-T07;T06;(T06.3) Injuries of blood vessels involving multiple body regions
7069;T06.4;XIX;T00-T07;T06;(T06.4) Injuries of muscles and tendons involving multiple body regions
7070;T06.5;XIX;T00-T07;T06;(T06.5) Injuries of intrathoracic organs with intra-abdominal and pelvic organs
7071;T06.8;XIX;T00-T07;T06;(T06.8) Other specified injuries involving multiple body regions
7072;T07;XIX;T00-T07;0;(T07) Unspecified multiple injuries
7073;T08-T14;XIX;0;0;(T08-T14) Injuries to unspecified part of trunk, limb or body region
7074;T08;XIX;T08-T14;0;(T08) Fracture of spine, level unspecified
7075;T09;XIX;T08-T14;0;(T09) Other injuries of spine and trunk, level unspecified
7076;T09.0;XIX;T08-T14;T09;(T09.0) Superficial injury of trunk, level unspecified
7077;T09.1;XIX;T08-T14;T09;(T09.1) Open wound of trunk, level unspecified
7078;T09.2;XIX;T08-T14;T09;(T09.2) Dislocation, strain and sprain of unspecified joint and ligament of trunk
7079;T09.3;XIX;T08-T14;T09;(T09.3) Injury of spinal cord, level unspecified
7080;T09.4;XIX;T08-T14;T09;(T09.4) Injury of unspecified nerve, spinal nerve root and plexus of trunk
7081;T09.5;XIX;T08-T14;T09;(T09.5) Injury of unspecified muscle and tendon of trunk
7082;T09.6;XIX;T08-T14;T09;(T09.6) Traumatic amputation of trunk, level unspecified
7083;T09.8;XIX;T08-T14;T09;(T09.8) Other specified injuries of trunk, level unspecified
7084;T09.9;XIX;T08-T14;T09;(T09.9) Unspecified injury of trunk, level unspecified
7085;T10;XIX;T08-T14;0;(T10) Fracture of upper limb, level unspecified
7086;T11;XIX;T08-T14;0;(T11) Other injuries of upper limb, level unspecified
7087;T11.0;XIX;T08-T14;T11;(T11.0) Superficial injury of upper limb, level unspecified
7088;T11.1;XIX;T08-T14;T11;(T11.1) Open wound of upper limb, level unspecified
7089;T11.2;XIX;T08-T14;T11;(T11.2) Dislocation, strain and sprain of unspecified joint and ligament of upper limb, level unspecified
7090;T11.3;XIX;T08-T14;T11;(T11.3) Injury of unspecified nerve of upper limb, level unspecified
7091;T11.4;XIX;T08-T14;T11;(T11.4) Injury of unspecified blood vessel of upper limb, level unspecified
7092;T11.5;XIX;T08-T14;T11;(T11.5) Injury of unspecified muscle and tendon of upper limb, level unspecified
7093;T11.6;XIX;T08-T14;T11;(T11.6) Traumatic amputation of upper limb, level unspecified
7094;T11.8;XIX;T08-T14;T11;(T11.8) Other specified injuries of upper limb, level unspecified
7095;T11.9;XIX;T08-T14;T11;(T11.9) Unspecified injury of upper limb, level unspecified
7096;T12;XIX;T08-T14;0;(T12) Fracture of lower limb, level unspecified
7097;T13;XIX;T08-T14;0;(T13) Other injuries of lower limb, level unspecified
7098;T13.0;XIX;T08-T14;T13;(T13.0) Superficial injury of lower limb, level unspecified
7099;T13.1;XIX;T08-T14;T13;(T13.1) Open wound of lower limb, level unspecified
7100;T13.2;XIX;T08-T14;T13;(T13.2) Dislocation, strain and sprain of unspecified joint and ligament of lower limb, level unspecified
7101;T13.3;XIX;T08-T14;T13;(T13.3) Injury of unspecified nerve of lower limb, level unspecified
