id;code;name;address;region;province;city;barangay;zip;landline;cellphone;fax;email;email2;website;ownership;type;status
8160;DOH000000000010018;SANTA ANA BARANGAY HEALTH STATION;;Region 4A;BATANGAS;CALATAGAN;SANTA ANA;;;;;;;;Government;Barangay Health Station;Active
8161;DOH000000000010019;LINDA BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);LINDA;;;;;;;;Government;Barangay Health Station;Active
8162;DOH000000000010020;SAN JUAN BARANGAY HEALTH STATION;Purok 3, San Juan Riv., Cabagan, Isabela;Region 2;ISABELA;CABAGAN;SAN JUAN;;;;;;;;Government;Barangay Health Station;Active
8163;DOH000000000010021;CALBASAG BARANGAY HEALTH STATION;;Region 8;LEYTE;JULITA;CALBASAG;;;;;;;;Government;Barangay Health Station;Active
8164;DOH000000000010022;LUCSUHIN BARANGAY HEALTH STATION;;Region 4A;BATANGAS;CALATAGAN;LUCSUHIN;;;;;;;;Government;Barangay Health Station;Active
8165;DOH000000000010023;SAN BERNARDO BARANGAY HEALTH STATION;Purok 2, San Bernardo Riv, Cabagan, Isabela;Region 2;ISABELA;CABAGAN;SAN BERNARDO;;;;;;;;Government;Barangay Health Station;Active
8166;DOH000000000010024;TABONTABON MAIN HEALTH CENTER;;Region 8;LEYTE;TABONTABON;;;;;;;;;Government;Barangay Health Station;Active
8167;DOH000000000010025;MAGADING BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);MAGADING;;;;;;;;Government;Barangay Health Station;Active
8168;DOH000000000010026;TALLAG BARANGAY HEALTH STATION;Purok 2, Tallag Riv, Cabagan, Isabela;Region 2;ISABELA;CABAGAN;TALLAG;;;;;;;;Government;Barangay Health Station;Active
8169;DOH000000000010027;BALIBAGO BARANGAY HEALTH STATION;;Region 4A;BATANGAS;CALATAGAN;BALIBAGO;;;;;;;;Government;Barangay Health Station;Active
8170;DOH000000000010028;SAN ANTONIO BARANGAY HEALTH STATION;Purok 3, San Antonio Riv, Cabagan, Isabela;Region 2;ISABELA;CABAGAN;SAN ANTONIO;;;;;;;;Government;Barangay Health Station;Active
8171;DOH000000000010029;MAGSAYSAY BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);MAGSAYSAY;;;;;;;;Government;Barangay Health Station;Active
8172;DOH000000000010032;AGGUB BARANGAY HEALTH STATION;Purok 3;Region 2;ISABELA;CABAGAN;AGGUB;;;;;;;;Government;Barangay Health Station;Active
8173;DOH000000000010033;SAN PABLO (MOOC) BARANGAY HEALTH STATION;;Region 8;LEYTE;TABONTABON;SAN PABLO (MOOC);;;;;;;;Government;Barangay Health Station;Active
8174;DOH000000000010034;BAYBAY MAIN HEALTH CENTER I;Baybay, Leyte;Region 8;LEYTE;BAYBAY;;;;;;;;;Government;Barangay Health Station;Active
8175;DOH000000000010035;LA PAZ BARANGAY HEALTH STATION;La Paz, Cabatuan, Isabela;Region 2;ISABELA;CABATUAN;LA PAZ;;;;;;;;Government;Barangay Health Station;Active
8176;DOH000000000010036;QUILITISAN BARANGAY HEALTH STATION;;Region 4A;BATANGAS;CALATAGAN;QUILITISAN;;;;;;;;Government;Barangay Health Station;Active
8177;DOH000000000010037;CARIDAD BARANGAY HEALTH STATION;;Region 8;LEYTE;BAYBAY;CARIDAD;;;;;;;;Government;Barangay Health Station;Active
8178;DOH000000000010038;MACALAOAT BARANGAY HEALTH STATION;Macalaoat, Cabatuan, Isabela;Region 2;ISABELA;CABATUAN;MACALAOAT;;;;;;;;Government;Barangay Health Station;Active
8179;DOH000000000010039;GABAS BARANGAY HEALTH STATION;;Region 8;LEYTE;BAYBAY;GABAS;;;;;;;;Government;Barangay Health Station;Active
8180;DOH000000000010040;DIAMANTINA BARANGAY HEALTH STATION;Diamantina, Cabatuan, Isabela;Region 2;ISABELA;CABATUAN;DIAMANTINA;;;;;;;;Government;Barangay Health Station;Active
8181;DOH000000000010041;GA-AS BARANGAY HEALTH STATION;;Region 8;LEYTE;BAYBAY;GA-AS;;;;;;;;Government;Barangay Health Station;Active
8182;DOH000000000010042;SAN AGUSTIN BARANGAY HEALTH STATION;;Region 8;LEYTE;BAYBAY;SAN AGUSTIN;;;;;;;;Government;Barangay Health Station;Active
8183;DOH000000000010043;LUZON BARANGAY HEALTH STATION;Luzon, Cabatuan, Isabela;Region 2;ISABELA;CABATUAN;LUZON;;;;;;;;Government;Barangay Health Station;Active
8184;DOH000000000010044;SANTA CRUZ BARANGAY HEALTH STATION;;Region 8;LEYTE;BAYBAY;SANTA CRUZ;;;;;;;;Government;Barangay Health Station;Active
8185;DOH000000000010045;CULING WEST BARANGAY HEALTH STATION;Culing West, Cabatuan, Isabela;Region 2;ISABELA;CABATUAN;CULING WEST;;;;;;;;Government;Barangay Health Station;Active
8186;DOH000000000010046;GAKAT BARANGAY HEALTH STATION;;Region 8;LEYTE;BAYBAY;GAKAT;;;;;;;;Government;Barangay Health Station;Active
8187;DOH000000000010048;CALAOCAN  BARANGAY HEALTH STATION;Calaocan , Cabatuan, Isabela;Region 2;ISABELA;CABATUAN;CALAOCAN;;;;;;;;Government;Barangay Health Station;Active
8188;DOH000000000010049;MAINIT BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);MAINIT;;;;;;;;Government;Barangay Health Station;Active
8189;DOH000000000010052;BARINGIN NORTE BARANGAY HEALTH STATION;Baringin Norte, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;BARINGIN NORTE;;;;;;;;Government;Barangay Health Station;Active
8190;DOH000000000010053;MANAT BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);MANAT;;;;;;;;Government;Barangay Health Station;Active
8191;DOH000000000010055;HIBUNAWAN BARANGAY HEALTH STATION;;Region 8;LEYTE;BAYBAY;HIBUNAWAN;;;;;;;;Government;Barangay Health Station;Active
8192;DOH000000000010057;SAN ISIDRO BARANGAY HEALTH STATION;San Isidro, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;SAN ISIDRO;;;;;;;;Government;Barangay Health Station;Active
8193;DOH000000000010058;MATILO BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);MATILO;;;;;;;;Government;Barangay Health Station;Active
8194;DOH000000000010059;AMPIHANON BARANGAY HEALTH STATION;;Region 8;LEYTE;BAYBAY;AMPIHANON;;;;;;;;Government;Barangay Health Station;Active
8195;DOH000000000010060;MONTEVISTA BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BACOLOD CITY (Capital);MONTEVISTA;;;;;;;;Government;Barangay Health Station;Active
8196;DOH000000000010061;SANTA LUCIANA (DABURAB 2) BARANGAY HEALTH STATION;Santa Luciana, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;SANTA LUCIANA (DABURAB 2);;;;;;;;Government;Barangay Health Station;Active
8197;DOH000000000010062;BAYBAY MAIN HEALTH CENTER II;Baybay, Leyte;Region 8;LEYTE;BAYBAY;;;;;;;;;Government;Barangay Health Station;Active
8198;DOH000000000010063;MIPANGI BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);MIPANGI;;;;;;;;Government;Barangay Health Station;Active
8199;DOH000000000010064;CABARUAN BARANGAY HEALTH STATION;Cabaruan, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;CABARUAN;;;;;;;;Government;Barangay Health Station;Active
8200;DOH000000000010065;NEW DAUIS BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);NEW DAUIS;;;;;;;;Government;Barangay Health Station;Active
8201;DOH000000000010066;PLARIDEL BARANGAY HEALTH STATION;;Region 8;LEYTE;BAYBAY;PLARIDEL;;;;;;;;Government;Barangay Health Station;Active
8202;DOH000000000010067;SILLAWIT BARANGAY HEALTH STATION;Sillawit, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;SILLAWIT;;;;;;;;Government;Barangay Health Station;Active
8203;DOH000000000010068;ALICAOCAO BARANGAY HEALTH STATION;Alicaocao, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;ALICAOCAO;;;;;;;;Government;Barangay Health Station;Active
8204;DOH000000000010070;NEW SIBONGA BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);NEW SIBONGA;;;;;;;;Government;Barangay Health Station;Active
8205;DOH000000000010071;PUNTA BARANGAY HEALTH STATION;;Region 8;LEYTE;BAYBAY;PUNTA;;;;;;;;Government;Barangay Health Station;Active
8206;DOH000000000010072;NUNGNUNGAN II BARANGAY HEALTH STATION;Nungnungan 2, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;NUNGNUNGAN II;;;;;;;;Government;Barangay Health Station;Active
8207;DOH000000000010074;PALHI BARANGAY HEALTH STATION;;Region 8;LEYTE;BAYBAY;PALHI;;;;;;;;Government;Barangay Health Station;Active
8208;DOH000000000010075;OGAO BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);OGAO;;;;;;;;Government;Barangay Health Station;Active
8209;DOH000000000010076;MINANTE I BARANGAY HEALTH STATION;Minante 1, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;MINANTE I;;;;;;;;Government;Barangay Health Station;Active
8210;DOH000000000010077;BITANHUAN BARANGAY HEALTH STATION;;Region 8;LEYTE;BAYBAY;BITANHUAN;;;;;;;;Government;Barangay Health Station;Active
8211;DOH000000000010078;DISTRICT III (POB.) BARANGAY HEALTH STATION;District 3, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;DISTRICT  III (POB.);;;;;;;;Government;Barangay Health Station;Active
8212;DOH000000000010079;PANGUTOSAN BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);PANGUTOSAN;;;;;;;;Government;Barangay Health Station;Active
8213;DOH000000000010080;PUNTA TAYTAY BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BACOLOD CITY (Capital);PUNTA TAYTAY;;;;;;;;Government;Barangay Health Station;Active
8214;DOH000000000010081;POMPONAN BARANGAY HEALTH STATION;;Region 8;LEYTE;BAYBAY;POMPONAN;;;;;;;;Government;Barangay Health Station;Active
8215;DOH000000000010083;DISTRICT I (POB.) BARANGAY HEALTH STATION;District 1, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;DISTRICT  I (POB.);;;;;;;;Government;Barangay Health Station;Active
8216;DOH000000000010084;POBLACION BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);POBLACION;;;;;;;;Government;Barangay Health Station;Active
8217;DOH000000000010085;CULALABAT BARANGAY HEALTH STATION;Culalabat, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;CULALABAT;;;;;;;;Government;Barangay Health Station;Active
8218;DOH000000000010086;MAILHI BARANGAY HEALTH STATION;;Region 8;LEYTE;BAYBAY;MAILHI;;;;;;;;Government;Barangay Health Station;Active
8219;DOH000000000010087;SINGCANG BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BACOLOD CITY (Capital);SINGCANG-AIRPORT;;;;;;;;Government;Barangay Health Station;Active
8220;DOH000000000010088;HIPUSNGO BARANGAY HEALTH STATION;;Region 8;LEYTE;BAYBAY;HIPUSNGO;;;;;;;;Government;Barangay Health Station;Active
8221;DOH000000000010089;TURAYONG BARANGAY HEALTH STATION;Turayong, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;TURAYONG;;;;;;;;Government;Barangay Health Station;Active
8222;DOH000000000010090;SAN ISIDRO BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);SAN ISIDRO;;;;;;;;Government;Barangay Health Station;Active
8223;DOH000000000010092;NAGANACAN BARANGAY HEALTH STATION;;Region 2;ISABELA;CITY OF CAUAYAN;NAGANACAN;;;;;;;;Government;Barangay Health Station;Active
8224;DOH000000000010094;SUM-AG BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BACOLOD CITY (Capital);SUM-AG;;;;;;;;Government;Barangay Health Station;Active
8225;DOH000000000010095;BANAHAO BARANGAY HEALTH STATION;;Region 8;LEYTE;BAYBAY;BANAHAO;;;;;;;;Government;Barangay Health Station;Active
8226;DOH000000000010096;PINOMA BARANGAY HEALTH STATION;Pinoma, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;PINOMA;;;;;;;;Government;Barangay Health Station;Active
8227;DOH000000000010097;SAN ROQUE BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);SAN ROQUE;;;;;;;;Government;Barangay Health Station;Active
8228;DOH000000000010098;INOPACAN MAIN HEALTH CENTER;Inopacan, Leyte;Region 8;LEYTE;INOPACAN;;;;;;;;;Government;Barangay Health Station;Active
8229;DOH000000000010100;TACULING BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BACOLOD CITY (Capital);TACULING;;;;;;;;Government;Barangay Health Station;Active
8230;DOH000000000010101;SAN ANTONIO BARANGAY HEALTH STATION;San Antonio, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;SAN ANTONIO;;;;;;;;Government;Barangay Health Station;Active
8231;DOH000000000010102;MARAO BARANGAY HEALTH STATION;;Region 8;LEYTE;INOPACAN;MARAO;;;;;;;;Government;Barangay Health Station;Active
8232;DOH000000000010103;SAN VICENTE BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);SAN VICENTE;;;;;;;;Government;Barangay Health Station;Active
8233;DOH000000000010104;DABBURAB BARANGAY HEALTH STATION;Dabburab, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;DABBURAB;;;;;;;;Government;Barangay Health Station;Active
8234;DOH000000000010105;MALJO BARANGAY HEALTH STATION;;Region 8;LEYTE;INOPACAN;MALJO;;;;;;;;Government;Barangay Health Station;Active
8235;DOH000000000010107;DISTRICT II (POB.) BARANGAY HEALTH STATION;District 2, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;DISTRICT  II (POB.);;;;;;;;Government;Barangay Health Station;Active
8236;DOH000000000010108;TAHUD BARANGAY HEALTH STATION;;Region 8;LEYTE;INOPACAN;TAHUD;;;;;;;;Government;Barangay Health Station;Active
8237;DOH000000000010109;TANGUB BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BACOLOD CITY (Capital);TANGUB;;;;;;;;Government;Barangay Health Station;Active
8238;DOH000000000010110;DUMINIT BARANGAY HEALTH STATION;;Region 2;ISABELA;CITY OF CAUAYAN;DUMINIT;;;;;;;;Government;Barangay Health Station;Active
8239;DOH000000000010111;CABULISAN BARANGAY HEALTH STATION;;Region 8;LEYTE;INOPACAN;CABULISAN;;;;;;;;Government;Barangay Health Station;Active
8240;DOH000000000010112;MARABULIG II BARANGAY HEALTH STATION;Marabulig 2, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;MARABULIG II;;;;;;;;Government;Barangay Health Station;Active
8241;DOH000000000010113;CAN-ANGAY BARANGAY HEALTH STATION;;Region 8;LEYTE;INOPACAN;CAN-ANGAY;;;;;;;;Government;Barangay Health Station;Active
8242;DOH000000000010114;MINANTE II BARANGAY HEALTH STATION;Minante 2, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;MINANTE II;;;;;;;;Government;Barangay Health Station;Active
8243;DOH000000000010115;MAHAPLAG MAIN HEALTH CENTER;;Region 8;LEYTE;MAHAPLAG;;;;;;;;;Government;Barangay Health Station;Active
8244;DOH000000000010116;TAGARAN BARANGAY HEALTH STATION;Tagaran, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;TAGARAN;;;;;;;;Government;Barangay Health Station;Active
8245;DOH000000000010118;POLAHONGON BARANGAY HEALTH STATION;;Region 8;LEYTE;MAHAPLAG;POLAHONGON;;;;;;;;Government;Barangay Health Station;Active
8246;DOH000000000010119;SAN FERMIN BARANGAY HEALTH STATION;San Fermin, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;SAN FERMIN;;;;;;;;Government;Barangay Health Station;Active
8247;DOH000000000010120;CUATRO DE AGOSTO BARANGAY HEALTH STATION;;Region 8;LEYTE;MAHAPLAG;CUATRO DE AGOSTO;;;;;;;;Government;Barangay Health Station;Active
8248;DOH000000000010122;SANTA MARIA;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);SANTA MARIA;;;;;;;;Government;Barangay Health Station;Active
8249;DOH000000000010123;ANDARAYAN BARANGAY HEALTH STATION;Andarayan, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;ANDARAYAN;;;;;;;;Government;Barangay Health Station;Active
8250;DOH000000000010124;HIMAMARA BARANGAY HEALTH STATION;;Region 8;LEYTE;MAHAPLAG;HIMAMARA;;;;;;;;Government;Barangay Health Station;Active
8251;DOH000000000010125;BACULOD BARANGAY HEALTH STATION;Baculod, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;BACULOD;;;;;;;;Government;Barangay Health Station;Active
8252;DOH000000000010126;MALINAO BARANGAY HEALTH STATION;Brgy. Malinao, Mahaplag, Leyte;Region 8;LEYTE;MAHAPLAG;MALINAO;;;;;;;;Government;Barangay Health Station;Active
8253;DOH000000000010127;VILLA ESPERANZA BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BACOLOD CITY (Capital);;;;;;;;;Government;Barangay Health Station;Active
8254;DOH000000000010128;BUYON BARANGAY HEALTH STATION;Buyon, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;BUYON;;;;;;;;Government;Barangay Health Station;Active
8255;DOH000000000010129;UPPER MAHAPLAG BARANGAY HEALTH STATION;;Region 8;LEYTE;MAHAPLAG;UPPER MAHAPLAG;;;;;;;;Government;Barangay Health Station;Active
8256;DOH000000000010130;NAGCAMPEGAN BARANGAY HEALTH STATION;Nagcampegan, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;NAGCAMPEGAN;;;;;;;;Government;Barangay Health Station;Active
8257;DOH000000000010131;CARIGARA MAIN HEALTH CENTER;Carigara, Leyte;Region 8;LEYTE;CARIGARA;;;;;;;;;Government;Barangay Health Station;Active
8258;DOH000000000010132;MABANTAD BARANGAY HEALTH STATION;Mabantad, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;MABANTAD;;;;;;;;Government;Barangay Health Station;Active
8259;DOH000000000010133;VILLAMONTE BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BACOLOD CITY (Capital);VILLAMONTE;;;;;;;;Government;Barangay Health Station;Active
8260;DOH000000000010134;LIBO BARANGAY HEALTH STATION;;Region 8;LEYTE;CARIGARA;LIBO;;;;;;;;Government;Barangay Health Station;Active
8261;DOH000000000010135;SINIPPIL BARANGAY HEALTH STATION;Sinippil, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;SINIPPIL;;;;;;;;Government;Barangay Health Station;Active
8262;DOH000000000010137;VISTA ALEGRE BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BACOLOD CITY (Capital);VISTA ALEGRE;;;;;;;;Government;Barangay Health Station;Active
8263;DOH000000000010138;LOWER SOGOD BARANGAY HEALTH STATION;;Region 8;LEYTE;CARIGARA;LOWER SOGOD;;;;;;;;Government;Barangay Health Station;Active
8264;DOH000000000010139;SAN PABLO (CASAP HACIENDA) BARANGAY HEALTH STATION;San Pablo, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;SAN PABLO (CASAP HACIENDA);;;;;;;;Government;Barangay Health Station;Active
8265;DOH000000000010140;DE VERA BARANGAY HEALTH STATION;De Vera, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;DE VERA;;;;;;;;Government;Barangay Health Station;Active
8266;DOH000000000010141;TANGNAN BARANGAY HEALTH STATION;;Region 8;LEYTE;CARIGARA;TANGNAN;;;;;;;;Government;Barangay Health Station;Active
8267;DOH000000000010142;ABUANAN BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BAGO CITY;ABUANAN;;;;;;;;Government;Barangay Health Station;Active
8268;DOH000000000010143;SANTO NI?O (KAO) BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);SANTO NI??O (KAO);;;;;;;;Government;Barangay Health Station;Active
8269;DOH000000000010144;VILLA CONCEPCION BARANGAY HEALTH STATION;Villa Concepcion, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;VILLA CONCEPCION;;;;;;;;Government;Barangay Health Station;Active
8270;DOH000000000010146;SAGKAHAN BARANGAY HEALTH STATION;;Region 8;LEYTE;CARIGARA;SAGKAHAN;;;;;;;;Government;Barangay Health Station;Active
8271;DOH000000000010147;DIANAO BARANGAY HEALTH STATION;Dianao, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;DIANAO;;;;;;;;Government;Barangay Health Station;Active
8272;DOH000000000010148;JUGABAN BARANGAY HEALTH STATION;;Region 8;LEYTE;CARIGARA;JUGABAN (POB.);;;;;;;;Government;Barangay Health Station;Active
8273;DOH000000000010149;DISIMURAY BARANGAY HEALTH STATION;Disimuray, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;DISIMURAY;;;;;;;;Government;Barangay Health Station;Active
8274;DOH000000000010150;SASA BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);SASA;;;;;;;;Government;Barangay Health Station;Active
8275;DOH000000000010151;LUCASAN BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BAGO CITY;;;;;;;;;Government;Barangay Health Station;Active
8276;DOH000000000010152;GAPPAL BARANGAY HEALTH STATION;Gappal, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;GAPPAL;;;;;;;;Government;Barangay Health Station;Active
8277;DOH000000000010154;ALIANZA BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BAGO CITY;ALIANZA;;;;;;;;Government;Barangay Health Station;Active
8278;DOH000000000010155;TAGNOCON BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);TAGNOCON;;;;;;;;Government;Barangay Health Station;Active
8279;DOH000000000010156;MALIGAYA BARANGAY HEALTH STATION;Maligaya, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;MALIGAYA;;;;;;;;Government;Barangay Health Station;Active
8280;DOH000000000010157;ATIPULUAN BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BAGO CITY;ATIPULUAN;;;;;;;;Government;Barangay Health Station;Active
8281;DOH000000000010158;BARANGAY UNO (POB.) MAIN RURAL HEALTH UNIT;;Region 9;ZAMBOANGA DEL NORTE;KATIPUNAN;BARANGAY UNO (POB.);;;;;;;;Government;Rural Health Unit;Active
8282;DOH000000000010160;ANDAP BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NEW BATAAN;ANDAP;;;;;;;;Government;Barangay Health Station;Active
8283;DOH000000000010161;BACONG BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BAGO CITY;BACONG-MONTILLA;;;;;;;;Government;Barangay Health Station;Active
8284;DOH000000000010162;LINGLINGAY BARANGAY HEALTH STATION;Linglingay, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;LINGLINGAY;;;;;;;;Government;Barangay Health Station;Active
8285;DOH000000000010164;BANTACAN BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NEW BATAAN;BANTACAN;;;;;;;;Government;Barangay Health Station;Active
8286;DOH000000000010165;SANTA FE BARANGAY HEALTH STATION;;Region 8;LEYTE;CARIGARA;SANTA FE;;;;;;;;Government;Barangay Health Station;Active
8287;DOH000000000010166;MANAOAG BARANGAY HEALTH STATION;Manaoag, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;MANAOAG;;;;;;;;Government;Barangay Health Station;Active
8288;DOH000000000010167;NAJABA BARANGAY HEALTH STATION;;Region 6;NEGROS OCCIDENTAL;BAGO CITY;;;;;;;;;Government;Barangay Health Station;Active
8289;DOH000000000010168;BATINAO BARANGAY HEALTH STATION;;Region 11;COMPOSTELA VALLEY;NEW BATAAN;BATINAO;;;;;;;;Government;Barangay Health Station;Active
8290;DOH000000000010170;ROGUS BARANGAY HEALTH STATION;Rogus, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;ROGUS;;;;;;;;Government;Barangay Health Station;Active
8291;DOH000000000010171;SAN LUIS BARANGAY HEALTH STATION;San Luis, Cauayan City, Isabela;Region 2;ISABELA;CITY OF CAUAYAN;SAN LUIS;;;;;;;;Government;Barangay Health Station;Active
