id;test_id;test_name;result_id;result;loinc_code;loinc_attribute;updated;method
2150;FFPII;Food Panel II IgG;Z3702;Barley IgG;51917-3;Hordeum vulgare Ab.IgG:MCnc:Pt:Ser:Qn:;2014-01-16;Enzyme Immunoassay (FEIA)
2151;FFPII;Food Panel II IgG;Z3703;Beef IgG;35529-7;Beef Ab.IgG:MCnc:Pt:Ser:Qn:;2014-01-16;Enzyme Immunoassay (FEIA)
2152;FFPII;Food Panel II IgG;Z3704;Casein IgG;53829-8;Casein Ab.IgG:MCnc:Pt:Ser:Qn:;2014-01-16;Enzyme Immunoassay (FEIA)
2153;FFPII;Food Panel II IgG;Z3713;Peanut IgG;35542-0;Arachis hypogaea Ab.IgG:MCnc:Pt:Ser:Qn:;2014-01-16;Enzyme Immunoassay (FEIA)
2154;FFRBS;Friedreich Ataxia, Frataxin, Quantitative, Blood Spot;32252;Interpretation;59462-2;;2012-04-09;Luminex Immunoassay
2155;FFRBS;Friedreich Ataxia, Frataxin, Quantitative, Blood Spot;32250;Method;49549-9;Reference lab test method:Type:XXX:Reference lab test:Nar:;2011-06-22;Luminex Immunoassay
2156;FFRBS;Friedreich Ataxia, Frataxin, Quantitative, Blood Spot;32249;Reason for Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2011-06-22;Luminex Immunoassay
2157;FFRM;Formic Acid, Urine;Z1465;Formic Acid (Creatinine corrected);13742-2;;2013-12-18;Colorimetry (C)/Gas Chromatography (GC)
2158;FFRM;Formic Acid, Urine;Z1438;Formic Acid, U;14052-5;;2013-12-18;Colorimetry (C)/Gas Chromatography (GC)
2159;FFRM;Formic Acid, Urine;Z1460;Creatinine, U;2161-8;Creatinine:MCnc:Pt:Urine:Qn:;2013-12-18;Colorimetry (C)/Gas Chromatography (GC)
2160;FFRWB;Friedreich Ataxia, Frataxin, Quantitative, Whole Blood;32256;Interpretation;59462-2;;2012-04-09;Luminex Immunoassay
2161;FFRWB;Friedreich Ataxia, Frataxin, Quantitative, Whole Blood;32254;Method;49549-9;Reference lab test method:Type:XXX:Reference lab test:Nar:;2011-06-22;Luminex Immunoassay
2162;FFRWB;Friedreich Ataxia, Frataxin, Quantitative, Whole Blood;32253;Reason for Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2011-06-22;Luminex Immunoassay
2163;FFTAT;Thrombin-Antithrombin Complex;Z0209;Thrombin Antithrombin Complex;14182-0;;2012-03-12;Enzyme-Linked Immunosorbent Assay (ELISA)
2164;FFTEN;Tetrahydrobiopterin & Neopterin Profile (BH4, N);Z2235;Tetrahydrobiopterin;59247-7;;2013-05-23;Electrochemistry and Fluorescences
2165;FFTEN;Tetrahydrobiopterin & Neopterin Profile (BH4, N);Z2234;Neopterin;34146-1;Neopterin:SCnc:Pt:CSF:Qn:;2012-03-12;Electrochemistry and Fluorescences
2166;FFTHM;Thiopental and Metabolite, Serum/Plasma;Z1457;Pentobarbital;3924-8;Pentobarbital:MCnc:Pt:Ser/Plas:Qn:;2013-12-18;Gas Chromatography (GC)
2167;FFTHM;Thiopental and Metabolite, Serum/Plasma;Z1446;Thiopental;4050-1;;2013-12-18;Gas Chromatography (GC)
2168;FFTHO;Thiosulfate, Urine;Z1472;Thiosulfate;12420-6;;2013-12-18;Colorimetry (C), Ion Chromatography (IC)
2169;FFTHO;Thiosulfate, Urine;Z1452;Creatinine;2161-8;Creatinine:MCnc:Pt:Urine:Qn:;2013-12-18;Colorimetry (C), Ion Chromatography (IC)
2170;FFTIC;Ticlopidine, Serum/Plasma;Z1475;Ticlopidine;11003-1;;2013-12-18;Gas Chromatography (GC)
2171;FFTOX;Toxocara Antibody, ELISA (Serum);Z1721;Toxocara Antibody, Serum, ELISA;5386-8;;2012-03-20;Enzyme Linked Immunosorbent Assay (ELISA)
2172;FFTPO;Thrombopoietin (TPO);FFTPO;Thrombopoietin (TPO);43237-7;Thrombopoietin:MCnc:Pt:PPP:Qn:EIA;2014-01-16;Immunoassay
2173;FFTRO;Trofile DNA Co-Receptor Tropism Assay;Z2283;Tropotype Result;53923-9;HIV 1 tropism:Prid:Pt:Bld:Nar:::Micro;2012-03-12;CD4 cell culture assay for phenotypic recombinant-virus co-receptor tropism.
2174;FFTRP;Trofile Co-Receptor Tropism Assay;Z1038;Tropotype Result;57182-8;;2012-03-12;CD4 cell culture assay for phenotypic recombinant-virus co-receptor tropism.
2175;FFTUM;Tumor Necrosis Factor-Alpha, Highly Sensitive;Z1550;TNF-Alpha, Highly Sensitive;3074-2; ;2014-03-28;Immunoassay
2176;FFTXM;Toxoplasma IgM, ELISA, Serum;Z1491;Toxoplasma IgM, ELISA, Serum;8040-8;;2013-11-01;ELISA
2177;FFTZU;Flunitrazepam (Rohypnol) Confirmation, Urine;Z3293;7-Aminoflunitrazepam;51777-1;7-Aminoflunitrazepam:MCnc:Pt:Urine:Qn:Confirm;2014-09-04;Gas Chromatography/Mass Spectrometry (GC/MS)Only orderable as a reflex from FSED
2178;FFTZU;Flunitrazepam (Rohypnol) Confirmation, Urine;Z3292;Flunitrazepam;20528-6;Flunitrazepam:MCnc:Pt:Urine:Qn:Confirm;2014-09-04;Gas Chromatography/Mass Spectrometry (GC/MS)Only orderable as a reflex from FSED
2179;FG4FI;IgG4 Food Panel I;Z3728;Potato White IgG4;56429-4;Solanum tuberosum Ab.IgG4:MCnc:Pt:Ser:Qn:;2014-02-24;Enzyme Immunoassay (FEIA)
2180;FG4FI;IgG4 Food Panel I;Z3730;Wheat IgG4;56417-9;Triticum aestivum Ab.IgG4:MCnc:Pt:Ser:Qn:;2014-02-24;Enzyme Immunoassay (FEIA)
2181;FG4FI;IgG4 Food Panel I;Z3729;Soybean IgG4;56390-8;Glycine max Ab.IgG4:MCnc:Pt:Ser:Qn:;2014-02-24;Enzyme Immunoassay (FEIA)
2182;FG4FI;IgG4 Food Panel I;Z3723;Casein IgG4;56207-4;Casein Ab.IgG4:MCnc:Pt:Ser:Qn:;2014-02-24;Enzyme Immunoassay (FEIA)
2183;FG4FI;IgG4 Food Panel I;Z3724;Chicken IgG4;56218-1;Chicken Ab.IgG4:MCnc:Pt:Ser:Qn:;2014-02-24;Enzyme Immunoassay (FEIA)
2184;FG4FI;IgG4 Food Panel I;Z3725;Corn IgG4;56231-4;Zea mays Ab.IgG4:MCnc:Pt:Ser:Qn:;2014-02-24;Enzyme Immunoassay (FEIA)
2185;FG4FI;IgG4 Food Panel I;Z3727;Milk Cow IgG4;56234-8;Cow milk Ab.IgG4:MCnc:Pt:Ser:Qn:;2014-02-24;Enzyme Immunoassay (FEIA)
2186;FG4FI;IgG4 Food Panel I;Z3726;Egg Whole IgG4;56255-3;Egg whole Ab.IgG4:MCnc:Pt:Ser:Qn:;2014-02-24;Enzyme Immunoassay (FEIA)
2187;FG4FI;IgG4 Food Panel I;Z3721;Alpha Lactalbumin IgG4;56301-5;Lactalbumin alpha Ab.IgG4:MCnc:Pt:Ser:Qn:;2014-02-24;Enzyme Immunoassay (FEIA)
2188;FG4FI;IgG4 Food Panel I;Z3722;Beef IgG4;56438-5;Beef Ab.IgG4:MCnc:Pt:Ser:Qn:;2014-02-24;Enzyme Immunoassay (FEIA)
2189;FGAKM;Fibrinogen Alpha-Chain (FGA) Gene, Known Mutation;33483;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-09-05;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
2190;FGAKM;Fibrinogen Alpha-Chain (FGA) Gene, Known Mutation;33486;Method;49549-9;Reference lab test method:Type:XXX:Reference lab test:Nar:;2013-08-21;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
2191;FGAKM;Fibrinogen Alpha-Chain (FGA) Gene, Known Mutation;33485;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2013-08-08;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
2192;FGAKM;Fibrinogen Alpha-Chain (FGA) Gene, Known Mutation;33488;Interpretation;69047-9;Geneticist review:Imp:Pt:XXX:Nom:;2014-05-01;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
2193;FGAMS;Fibrinogen Alpha-Chain (FGA) Gene, Full Gene Analysis;33477;Interpretation;69047-9;Geneticist review:Imp:Pt:XXX:Nom:;2014-05-01;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
2194;FGAMS;Fibrinogen Alpha-Chain (FGA) Gene, Full Gene Analysis;33472;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-09-05;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
2195;FGAMS;Fibrinogen Alpha-Chain (FGA) Gene, Full Gene Analysis;33475;Method;49549-9;Reference lab test method:Type:XXX:Reference lab test:Nar:;2013-08-21;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
2196;FGAMS;Fibrinogen Alpha-Chain (FGA) Gene, Full Gene Analysis;33474;Reason for Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2013-08-08;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
2197;FGCT;Germ Cell Tumor (GCT), Isochromosome 12p, FISH, Tissue;50850;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-05-18;Fluorescence In Situ Hybridization (FISH)
2198;FGCT;Germ Cell Tumor (GCT), Isochromosome 12p, FISH, Tissue;50855;Interpretation;69965-2;;2012-04-05;Fluorescence In Situ Hybridization (FISH)
2199;FGCT;Germ Cell Tumor (GCT), Isochromosome 12p, FISH, Tissue;50856;Amendment;42635-3;Chromosome 12p tetrasomy:Arb:Pt:Tiss fixed:Ord:Molgen;2013-07-30;Fluorescence In Situ Hybridization (FISH)
2200;FGCT;Germ Cell Tumor (GCT), Isochromosome 12p, FISH, Tissue;CG291;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2012-03-15;Fluorescence In Situ Hybridization (FISH)
2201;FGCT;Germ Cell Tumor (GCT), Isochromosome 12p, FISH, Tissue;50853;Method;49549-9; ;2013-07-26;Fluorescence In Situ Hybridization (FISH)
2202;FGCT;Germ Cell Tumor (GCT), Isochromosome 12p, FISH, Tissue;50854;Result;42635-3;Chromosome 12p tetrasomy:Arb:Pt:Tiss fixed:Ord:Molgen;2011-06-16;Fluorescence In Situ Hybridization (FISH)
2203;FGEN;Fungal Culture, Routine;FGEN;Fungal Culture, Routine;42805-2;Fungus identified:Prid:Pt:XXX:Nom:;2013-09-17;Conventional agar culture technique with identification by macroscopy and microscopic morphology, nucleic acid hybridization probes, D2 rDNA gene sequencing, real-time polymerase chain reaction (rtPCR), or MALDI-TOF mass spectrometry. Dimorphic pathogen identification is confirmed using molecular methods (ie, nucleic acid hybridization probes, D2 rDNA gene sequencing, rtPCR or MALDI-TOF mass spectrometry).(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
2204;FGF23;Fibroblast Growth Factor 23 (FGF23), Plasma;88662;Fibroblast Growth Factor 23, P;46699-5;Fibroblast growth factor 23:ACnc:Pt:Plas:Qn:;2009-11-13;Immunometric Enzyme Assay
2205;FGFR1;FGFR1, 8p11.2 Rearrangement, FISH;CG605;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2013-04-11;Fluorescence In Situ Hybridization (FISH)
2206;FGFR1;FGFR1, 8p11.2 Rearrangement, FISH;34396;Method;49549-9;Reference lab test method:Type:XXX:Reference lab test:Nar:;2013-08-21;Fluorescence In Situ Hybridization (FISH)
2207;FGFR1;FGFR1, 8p11.2 Rearrangement, FISH;CG606;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2013-04-11;Fluorescence In Situ Hybridization (FISH)
2208;FGHBP;Growth Hormone Binding Protein (GHBP);Z1749;Growth Hormone Binding Protein;11015-5;;2012-03-12;Ligand binding immunoprecipitation assay
2209;FGLIO;1p/19q Deletion in Gliomas, FISH, Tissue;CG092;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2012-03-15;Fluorescence In Situ Hybridization (FISH) Using DNA Probes
2210;FGLIO;1p/19q Deletion in Gliomas, FISH, Tissue;17396;Method;49549-9; ;2013-07-26;Fluorescence In Situ Hybridization (FISH) Using DNA Probes
2211;FGLIO;1p/19q Deletion in Gliomas, FISH, Tissue;17399;Interpretation;69965-2;;2012-04-05;Fluorescence In Situ Hybridization (FISH) Using DNA Probes
2212;FGLIO;1p/19q Deletion in Gliomas, FISH, Tissue;17398;Results;42634-6;Del(1p,19q) gene deletion:Arb:Pt:Tiss fixed:Ord:Molgen;2009-11-13;Fluorescence In Situ Hybridization (FISH) Using DNA Probes
2213;FGLIO;1p/19q Deletion in Gliomas, FISH, Tissue;17394;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-05-18;Fluorescence In Situ Hybridization (FISH) Using DNA Probes
2214;FGLMA;GlycoMark;Z0275;GlycoMark;53835-5;;2012-03-12;Enzymatic, Colorimetric Assay
2215;FGNRH;Gonadotropin Releasing Hormone (Gn-RH);Z0929;Gonadotropin Releasing Hormone;13660-6;;2012-03-12;Direct Radioimmunoassay (RIA)
2216;FGQ1B;Ganglioside GQ1b Antibody (IgG), EIA;Z2521;GQ1b Ab (IgG);14254-7;Ganglioside GQ1b Ab.IgG:Titr:Pt:Ser:Qn;2014-03-28;Enzyme Immunoassay (EIA)
2217;FH24U;Histamine, 24-Hour Urine;Z3693;Histamine, 24 hr Urine;13756-2;Histamine/Creatinine:MRto:24H:Urine:Qn:;2014-04-16;Immunoassay
2218;FH24U;Histamine, 24-Hour Urine;Z3694;Creatinine, 24-Hour Urine;2162-6;Creatinine:MRat:24H:Urine:Qn:;2014-04-16;Immunoassay
2219;FH24U;Histamine, 24-Hour Urine;Z3686;Total Volume;3167-4;Specimen volume:Vol:24H:Urine:Qn:;2014-04-16;Immunoassay
2220;FH2GE;HER2 Amplification Associated with Gastroesophageal Cancer, FISH, Tissue;51125;Interpretation;69965-2;;2012-04-05;Fluorescence In Situ Hybridization (FISH) 
2221;FH2GE;HER2 Amplification Associated with Gastroesophageal Cancer, FISH, Tissue;51123;Method;49549-9; ;2013-07-26;Fluorescence In Situ Hybridization (FISH) 
2222;FH2GE;HER2 Amplification Associated with Gastroesophageal Cancer, FISH, Tissue;51119;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-05-18;Fluorescence In Situ Hybridization (FISH) 
2223;FH2GE;HER2 Amplification Associated with Gastroesophageal Cancer, FISH, Tissue;CG555;Reason for Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2012-03-15;Fluorescence In Situ Hybridization (FISH) 
2224;FH2MT;HER2 Amplification, Miscellaneous Tumor, FISH, Tissue;51137;Interpretation;69965-2;;2012-04-05;Fluorescence In Situ Hybridization (FISH)
2225;FH2MT;HER2 Amplification, Miscellaneous Tumor, FISH, Tissue;51138;Amendment;31150-6;HER2:ACnc:Pt:Tiss:Ord:FISH;2013-07-30;Fluorescence In Situ Hybridization (FISH)
2226;FH2MT;HER2 Amplification, Miscellaneous Tumor, FISH, Tissue;51135;Method;49549-9; ;2013-07-26;Fluorescence In Situ Hybridization (FISH)
2227;FH2MT;HER2 Amplification, Miscellaneous Tumor, FISH, Tissue;51131;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-05-18;Fluorescence In Situ Hybridization (FISH)
2228;FH2MT;HER2 Amplification, Miscellaneous Tumor, FISH, Tissue;51136;Result;31150-6;HER2:ACnc:Pt:Tiss:Ord:FISH;2011-06-23;Fluorescence In Situ Hybridization (FISH)
2229;FH2MT;HER2 Amplification, Miscellaneous Tumor, FISH, Tissue;CG566;Reason for Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2012-03-15;Fluorescence In Situ Hybridization (FISH)
2230;FH2UR;HER2 Amplification Associated with Urothelial Carcinoma, FISH, Tissue;51722;Interpretation;69965-2;Clinical cytogeneticist review:Imp:Pt:XXX:Nar:;2014-05-21;Fluorescence In Situ Hybridization (FISH)
2231;FH2UR;HER2 Amplification Associated with Urothelial Carcinoma, FISH, Tissue;51720;Method;49549-9;Reference lab test method:Type:XXX:Reference lab test:Nar:;2013-08-21;Fluorescence In Situ Hybridization (FISH)
2232;FH2UR;HER2 Amplification Associated with Urothelial Carcinoma, FISH, Tissue;CG644;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2013-08-08;Fluorescence In Situ Hybridization (FISH)
2233;FH2UR;HER2 Amplification Associated with Urothelial Carcinoma, FISH, Tissue;51716;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2013-05-23;Fluorescence In Situ Hybridization (FISH)
2234;FHAM;Human Anti-mouse Antibody (HAMA);FHAM;Human Anti-mouse AB (HAMA);14975-7;Human antimouse Ab:MCnc:Pt:Ser:Qn:;2014-04-14;Enzyme Linked Immunosorbent Assay (ELISA)
2235;FHAN;Hantavirus Antibodies (IgG, IgM) with Reflex to Confirmation;Z1943;Hantavirus IgM;26650-2;Hantavirus sin nombre Ab.IgM:ACnc:Pt:Ser:Ord:;2014-05-21;ELISA
2236;FHAN;Hantavirus Antibodies (IgG, IgM) with Reflex to Confirmation;Z1942;Hantavirus IgG;26620-5;Hantavirus Ab.IgG:ACnc:Pt:Ser:Ord:;2014-05-21;ELISA
2237;FHDLS;HDL Cholesterol Subclasses;Z1556;HDL-2 Cholesterol;9832-7;Cholesterol.in HDL 2:MCnc:Pt:Ser/Plas:Qn;2014-03-28;Precipitation, Colorimetric, Enzymatic
2238;FHDLS;HDL Cholesterol Subclasses;Z1560;HDL-3 Cholesterol;9833-5;Cholesterol.in HDL 3:MCnc:Pt:Ser/Plas:Qn;2014-03-28;Precipitation, Colorimetric, Enzymatic
2239;FHER;HER-2/neu, Quantitative, ELISA;Z0985;HER-2/neu Quantitative;32996-1; ;2012-03-12;Enzyme Linked Immunosorbent Assay (ELISA)
2240;FHER2;HER2 Amplification Associated with Breast Cancer, FISH, Tissue;16882;Method;49549-9; ;2013-07-26;Fluorescence In Situ Hybridization (FISH)
2241;FHER2;HER2 Amplification Associated with Breast Cancer, FISH, Tissue;G_652;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2012-03-15;Fluorescence In Situ Hybridization (FISH)
2242;FHER2;HER2 Amplification Associated with Breast Cancer, FISH, Tissue;16885;Interpretation;69965-2;;2012-04-05;Fluorescence In Situ Hybridization (FISH)
2243;FHER2;HER2 Amplification Associated with Breast Cancer, FISH, Tissue;16884;Results;31150-6;HER2:ACnc:Pt:Tiss:Ord:FISH;2009-11-13;Fluorescence In Situ Hybridization (FISH)
2244;FHER2;HER2 Amplification Associated with Breast Cancer, FISH, Tissue;16880;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-05-18;Fluorescence In Situ Hybridization (FISH)
2245;FHER2;HER2 Amplification Associated with Breast Cancer, FISH, Tissue;16886;Amendment;31150-6;HER2:ACnc:Pt:Tiss:Ord:FISH;2013-08-09;Fluorescence In Situ Hybridization (FISH)
2246;FHEXA;Hexagonal Phospholipid Neutralization;Z0210;Hexagonal Phospholipid Neutral;3282-1;;2012-03-12;Clot
2247;FHFIB;Hepatitis C Virus (HCV) FibroSURE;Z0980;ALT (SGPT);1743-4;;2012-03-12;ImmunologicColorimetricKinetic - colorimetricNephelometry
2248;FHFIB;Hepatitis C Virus (HCV) FibroSURE;Z0978;Bilirubin, Total;1975-2;Bilirubin:MCnc:Pt:Ser/Plas:Qn:;2012-03-12;ImmunologicColorimetricKinetic - colorimetricNephelometry
2249;FHFIB;Hepatitis C Virus (HCV) FibroSURE;Z0979;GGT;2324-2;Gamma glutamyl transferase:CCnc:Pt:Ser/Plas:Qn:;2012-03-12;ImmunologicColorimetricKinetic - colorimetricNephelometry
2250;FHFIB;Hepatitis C Virus (HCV) FibroSURE;Z0975;Alpha 2 Macroglobulins, Qn;1835-8;Alpha-2-Macroglobulin:MCnc:Pt:Ser/Plas:Qn:;2012-03-12;ImmunologicColorimetricKinetic - colorimetricNephelometry
2251;FHFIB;Hepatitis C Virus (HCV) FibroSURE;Z0977;Apolipoprotein A-1;1869-7;Apolipoprotein A-I:MCnc:Pt:Ser/Plas:Qn:;2012-03-12;ImmunologicColorimetricKinetic - colorimetricNephelometry
2252;FHFIB;Hepatitis C Virus (HCV) FibroSURE;Z0976;Haptoglobin;4542-7;Haptoglobin:MCnc:Pt:Ser/Plas:Qn:;2012-03-12;ImmunologicColorimetricKinetic - colorimetricNephelometry
2253;FHFIB;Hepatitis C Virus (HCV) FibroSURE;Z0973;Necroinflammat Activity Score;48792-6;;2012-03-12;ImmunologicColorimetricKinetic - colorimetricNephelometry
2254;FHFIB;Hepatitis C Virus (HCV) FibroSURE;Z0971;Fibrosis Score;48795-9;;2012-03-12;ImmunologicColorimetricKinetic - colorimetricNephelometry
2255;FHFIB;Hepatitis C Virus (HCV) FibroSURE;Z0972;Fibrosis Stage;48794-2;;2012-03-12;ImmunologicColorimetricKinetic - colorimetricNephelometry
2256;FHFIB;Hepatitis C Virus (HCV) FibroSURE;Z0974;Necroinflammat Activity Grade;48793-4;;2012-03-12;ImmunologicColorimetricKinetic - colorimetricNephelometry
2257;FHPCF;Heparin Cofactor II;Z0213;Heparin Cofactor II;3268-0;;2012-03-12;Chromogenic
2258;FHPL;Human Placental Lactogen (HPL);Z0146;Human Placental Lactogen;2104-8;;2012-03-12;Enzyme-Linked Immunosorbent Assay (ELISA)
2259;FHSTW;Histamine, Whole Blood;Z2753;Histamine, Whole Blood;46436-2;Histamine:SCnc:Pt:Bld:Qn:;2013-12-05;Quantitative Enzyme-Linked Immunosorbent Assay
2260;FHTL;HTLV I/II DNA, Qualitative Real-Time  PCR;Z0501;HTLV-II DNA;16980-5;HTLV 2 DNA:ACnc:Pt:XXX:Ord:Probe.amp.tar;2014-08-20;Real-Time PCR
2261;FHTL;HTLV I/II DNA, Qualitative Real-Time  PCR;Z0500;HTLV-I DNA;16981-3;HTLV 1 DNA:ACnc:Pt:XXX:Ord:Probe.amp.tar;2014-08-20;Real-Time PCR
2262;FHVP;Hepatitis A (HAV) SuperQual by PCR;Z1262;HAV RNA;7904-6;;2012-03-12;Polymerase Chain Reaction (PCR)
2263;FHYDC;Hydroxychloroquine, Serum/Plasma;Z1437;Hydroxychloroquine;3684-8;;2013-12-18;High Performance Liquid Chromatography/Tandem Mass Spectrometry (LC-MS/MS)
2264;FHYPP;Hypersensitivity Pneumonitis Extended Panel (Farmer's Lung Panel);Z3349;Allergen Interp Immunocap Score IgE;33536-4; ;2013-12-19;Qualitative Immunodiffusion/Quantitative ImmunoCAP Fluorescent Enzyme Immunoassay
2265;FHYPP;Hypersensitivity Pneumonitis Extended Panel (Farmer's Lung Panel);Z3347;Allergen, Food, Pork IgE;6219-0; ;2013-12-19;Qualitative Immunodiffusion/Quantitative ImmunoCAP Fluorescent Enzyme Immunoassay
2266;FHYPP;Hypersensitivity Pneumonitis Extended Panel (Farmer's Lung Panel);Z3335;A. pullulans Ab, Precipitin;6810-6; ;2013-12-19;Qualitative Immunodiffusion/Quantitative ImmunoCAP Fluorescent Enzyme Immunoassay
2267;FHYPP;Hypersensitivity Pneumonitis Extended Panel (Farmer's Lung Panel);Z3340;A. fumigatus 2 Ab, Precipitin;29334-0; ;2013-12-19;Qualitative Immunodiffusion/Quantitative ImmunoCAP Fluorescent Enzyme Immunoassay
2268;FHYPP;Hypersensitivity Pneumonitis Extended Panel (Farmer's Lung Panel);Z3346;Allergen, Food, Beef IgE;6039-2; ;2013-12-19;Qualitative Immunodiffusion/Quantitative ImmunoCAP Fluorescent Enzyme Immunoassay
2269;FHYPP;Hypersensitivity Pneumonitis Extended Panel (Farmer's Lung Panel);Z3345;Allergen, Animal, Feather Mix IgE;31161-3; ;2013-12-19;Qualitative Immunodiffusion/Quantitative ImmunoCAP Fluorescent Enzyme Immunoassay
2270;FHYPP;Hypersensitivity Pneumonitis Extended Panel (Farmer's Lung Panel);Z3344;T. sacchari Ab, Precipitin;21561-6; ;2013-12-19;Qualitative Immunodiffusion/Quantitative ImmunoCAP Fluorescent Enzyme Immunoassay
2271;FHYPP;Hypersensitivity Pneumonitis Extended Panel (Farmer's Lung Panel);Z3341;A. fumigatus 3 Ab, Precipitin;15151-4; ;2013-12-19;Qualitative Immunodiffusion/Quantitative ImmunoCAP Fluorescent Enzyme Immunoassay
2272;FHYPP;Hypersensitivity Pneumonitis Extended Panel (Farmer's Lung Panel);Z3342;S. viridis Ab, Precipitin;22572-2; ;2013-12-19;Qualitative Immunodiffusion/Quantitative ImmunoCAP Fluorescent Enzyme Immunoassay
2273;FHYPP;Hypersensitivity Pneumonitis Extended Panel (Farmer's Lung Panel);Z3343;T. candidus Ab, Precipitin;21560-8; ;2013-12-19;Qualitative Immunodiffusion/Quantitative ImmunoCAP Fluorescent Enzyme Immunoassay
2274;FHYPP;Hypersensitivity Pneumonitis Extended Panel (Farmer's Lung Panel);Z3348;Allergen Fungi/Mold, Phoma betae IgE;6216-6; ;2013-12-19;Qualitative Immunodiffusion/Quantitative ImmunoCAP Fluorescent Enzyme Immunoassay
